,Country/Currency,currency,value,date
31397,Ghana New Cedi,GHS,8.166786,13/07/2022
31398,Guatemala Quetzal,GTQ,7.822593,13/07/2022
31399,Guinea Franc,GNF,8768.156847,13/07/2022
31400,Guyana Dollar,GYD,211.313056,13/07/2022
31401,Haiti Gourde,HTG,116.96332,13/07/2022
31402,Honduras Lempira,HNL,24.816814,13/07/2022
31403,Hong Kong Dollar,HKD,7.867219,13/07/2022
31404,Hungary Forint,HUF,407.659784,13/07/2022
31405,Iceland Krona,ISK,139.099234,13/07/2022
31406,India Rupee,INR,79.739527,13/07/2022
31407,Indonesia Rupiah,IDR,15033.498529,13/07/2022
31408,Iran Rial,IRR,42443.162874,13/07/2022
31409,Iraq Dinar,IQD,1473.3421,13/07/2022
31410,Israel New Shekel,ILS,3.491549,13/07/2022
31411,Jamaica Dollar,JMD,152.351263,13/07/2022
31412,Jordan Dinar,JOD,0.710581,13/07/2022
31413,Kazakhstan Tenge,KZT,476.727045,13/07/2022
31414,Kenya Shilling,KES,118.570243,13/07/2022
31415,Kuwait Dinar,KWD,0.308487,13/07/2022
31416,Kyrgyzstan Som,KGS,82.827106,13/07/2022
31417,Laos Kip,LAK,15166.02883,13/07/2022
31418,Lebanon Pound,LBP,1526.512353,13/07/2022
31419,Lesotho Loti,LSL,15.875113,13/07/2022
31420,Liberia Dollar,LRD,152.822138,13/07/2022
31421,Libya Dinar,LYD,4.919716,13/07/2022
31422,Macau Pataca,MOP,8.161854,13/07/2022
31423,Macedonia Denar,MKD,61.517353,13/07/2022
31424,Malagasy Ariary,MGA,4132.603229,13/07/2022
31425,Malawi Kwacha,MWK,1036.859535,13/07/2022
31426,Malaysia Ringgit,MYR,4.446261,13/07/2022
31427,Maldives Rufiyaa,MVR,15.383651,13/07/2022
31428,Mauritania Ouguiya,MRO,357.785166,13/07/2022
31429,Mauritius Rupee,MUR,44.903434,13/07/2022
31430,Mexico Peso,MXN,20.839541,13/07/2022
31431,Moldova Leu,MDL,19.468145,13/07/2022
31432,Morocco Dirham,MAD,10.273439,13/07/2022
31433,Mozambique New Metical,MZN,63.970602,13/07/2022
31434,Myanmar Kyat,MMK,1869.054968,13/07/2022
31435,NL Antilles Guilder,ANG,1.819359,13/07/2022
31436,Namibia Dollar,NAD,15.875202,13/07/2022
31437,Nepal Rupee,NPR,128.206317,13/07/2022
31438,New Zealand Dollar,NZD,1.64033,13/07/2022
31439,Nicaragua Cordoba Oro,NIO,36.197787,13/07/2022
31440,Nigeria Naira,NGN,416.243465,13/07/2022
31441,Norway Kroner,NOK,10.251778,13/07/2022
31442,Oman Rial,OMR,0.385855,13/07/2022
31443,Pakistan Rupee,PKR,209.472481,13/07/2022
31444,Panama Balboa,PAB,1.009457,13/07/2022
31445,Papua New Guinea Kina,PGK,3.602577,13/07/2022
31446,Paraguay Guarani,PYG,6935.235191,13/07/2022
31447,Peru Nuevo Sol,PEN,3.948889,13/07/2022
31448,Philippines Peso,PHP,56.463434,13/07/2022
31449,Poland Zloty,PLN,4.807001,13/07/2022
31450,Qatar Rial,QAR,3.649008,13/07/2022
31451,Romania New Lei,RON,4.94145,13/07/2022
31452,Russia Rouble,RUB,62.826899,13/07/2022
31453,Rwanda Franc,RWF,1036.237331,13/07/2022
31454,Sao Tome/Principe Dobra,STD,20743.513019,13/07/2022
31455,Saudi Arabia Riyal,SAR,3.761944,13/07/2022
31456,Serbia Dinar,RSD,117.370638,13/07/2022
31457,Seychelles Rupee,SCR,12.855841,13/07/2022
31458,Sierra Leone Leone,SLL,13198.971844,13/07/2022
31459,Singapore Dollar,SGD,1.410055,13/07/2022
31460,Solomon Islands Dollar,SBD,8.177919,13/07/2022
31461,Somali Shilling,SOS,585.780658,13/07/2022
31462,South Africa Rand,ZAR,17.181697,13/07/2022
31463,South Korea Won,KRW,1316.725245,13/07/2022
31464,Sri Lanka Rupee,LKR,363.415334,13/07/2022
31465,St Helena Pound,SHP,1.380434,13/07/2022
31466,Sudan Pound,SDG,457.496989,13/07/2022
31467,Suriname Dollar,SRD,22.520427,13/07/2022
31468,Swaziland Lilangeni,SZL,17.158195,13/07/2022
31469,Sweden Krona,SEK,10.677477,13/07/2022
31470,Taiwan Dollar,TWD,29.978812,13/07/2022
31471,Tanzania Shilling,TZS,2341.328981,13/07/2022
31472,Thailand Baht,THB,36.330201,13/07/2022
31473,Tonga Pa'anga,TOP,2.356871,13/07/2022
31474,Trinidad/Tobago Dollar,TTD,6.860937,13/07/2022
31475,Tunisia Dinar,TND,3.070238,13/07/2022
31476,Turkish New Lira,TRY,17.397387,13/07/2022
31477,Uganda Shilling,UGX,3804.732989,13/07/2022
31478,Ukraine Hryvnia,UAH,29.824137,13/07/2022
31479,Uruguay Peso,UYU,40.647178,13/07/2022
31480,United Arab Emirates Dirham,AED,3.681182,13/07/2022
31481,Vietnam Dong,VND,23425.418794,13/07/2022
31482,Yemen Rial,YER,250.800194,13/07/2022
31483,Zambia Kwacha,ZMK,9021.00188,13/07/2022
31484,Australia Dollar,AUD,1.488514,14/07/2022
31485,Great Britain Pound,GBP,0.845642,14/07/2022
31486,Euro,EUR,1.0,14/07/2022
31487,Japan Yen,JPY,138.087421,14/07/2022
31488,Switzerland Franc,CHF,0.984094,14/07/2022
31489,USA Dollar,USD,1.002551,14/07/2022
31490,Afghanistan Afghani,AFN,88.212057,14/07/2022
31491,Albania Lek,ALL,116.915684,14/07/2022
31492,Algeria Dinar,DZD,147.673699,14/07/2022
31493,Angola Kwanza,AOA,431.681629,14/07/2022
31494,Argentina Peso,ARS,128.147347,14/07/2022
31495,Armenia Dram,AMD,411.654647,14/07/2022
31496,Aruba Florin,AWG,1.802086,14/07/2022
31497,Azerbaijan New Manat,AZN,1.689415,14/07/2022
31498,Bahamas Dollar,BSD,1.002507,14/07/2022
31499,Bahrain Dinar,BHD,0.377956,14/07/2022
31500,Bangladesh Taka,BDT,94.185925,14/07/2022
31501,Barbados Dollar,BBD,2.024184,14/07/2022
31502,Belarus Ruble,BYR,19650.009274,14/07/2022
31503,Belize Dollar,BZD,2.020787,14/07/2022
31504,Bermuda Dollar,BMD,1.002551,14/07/2022
31505,Bhutan Ngultrum,BTN,79.782948,14/07/2022
31506,Bolivia Boliviano,BOB,6.88226,14/07/2022
31507,Bosnia Mark,BAM,1.948757,14/07/2022
31508,Botswana Pula,BWP,12.738324,14/07/2022
31509,Brazil Real,BRL,5.406961,14/07/2022
31510,Brunei Dollar,BND,1.407918,14/07/2022
31511,Bulgaria Lev,BGN,1.95053,14/07/2022
31512,Burundi Franc,BIF,2063.849781,14/07/2022
31513,CFA Franc BCEAO,XOF,653.630452,14/07/2022
31514,CFA Franc BEAC,XAF,653.607715,14/07/2022
31515,CFP Franc,XPF,113.438756,14/07/2022
31516,Cambodia Riel,KHR,4089.911931,14/07/2022
31517,Canada Dollar,CAD,1.303868,14/07/2022
31518,Cape Verde Escudo,CVE,109.873912,14/07/2022
31519,Cayman Islands Dollar,KYD,0.835389,14/07/2022
31520,Chili Peso,CLP,1015.287883,14/07/2022
31521,China Yuan/Renminbi,CNY,6.735838,14/07/2022
31522,Colombia Peso,COP,4546.480794,14/07/2022
31523,Comoros Franc,KMF,465.810507,14/07/2022
31524,Congo Franc,CDF,2007.624967,14/07/2022
31525,Costa Rica Colon,CRC,688.85091,14/07/2022
31526,Croatia Kuna,HRK,7.509308,14/07/2022
31527,Cuba Convertible Peso,CUC,1.002551,14/07/2022
31528,Cuba Peso,CUP,26.567615,14/07/2022
31529,Czech Koruna,CZK,24.372829,14/07/2022
31530,Denmark Krone,DKK,7.441943,14/07/2022
31531,Djibouti Franc,DJF,178.173458,14/07/2022
31532,Dominican Republich Peso,DOP,54.876933,14/07/2022
31533,East Caribbean Dollar,XCD,2.709445,14/07/2022
31534,Egypt Pound,EGP,18.922959,14/07/2022
31535,El Salvador Colon,SVC,8.77156,14/07/2022
31536,Ethiopia Birr,ETB,52.320569,14/07/2022
31537,Falkland Islands Pound,FKP,0.845027,14/07/2022
31538,Fiji Dollar,FJD,2.237444,14/07/2022
31539,Gambia Dalasi,GMD,54.228312,14/07/2022
31540,Georgia Lari,GEL,2.947152,14/07/2022
31541,Ghana New Cedi,GHS,8.120695,14/07/2022
31542,Gibraltar Pound,GIP,0.845027,14/07/2022
31543,Guatemala Quetzal,GTQ,7.765871,14/07/2022
31544,Guinea Franc,GNF,8700.730406,14/07/2022
31545,Guyana Dollar,GYD,209.738806,14/07/2022
31546,Haiti Gourde,HTG,117.030602,14/07/2022
31547,Honduras Lempira,HNL,24.646045,14/07/2022
31548,Hong Kong Dollar,HKD,7.869788,14/07/2022
31549,Hungary Forint,HUF,411.031095,14/07/2022
31550,Iceland Krona,ISK,138.311636,14/07/2022
31551,India Rupee,INR,79.925913,14/07/2022
31552,Indonesia Rupiah,IDR,15059.82726,14/07/2022
31553,Iran Rial,IRR,42458.055556,14/07/2022
31554,Iraq Dinar,IQD,1463.159024,14/07/2022
31555,Israel New Shekel,ILS,3.464808,14/07/2022
31556,Jamaica Dollar,JMD,151.671841,14/07/2022
31557,Jordan Dinar,JOD,0.710802,14/07/2022
31558,Kazakhstan Tenge,KZT,477.47048,14/07/2022
31559,Kenya Shilling,KES,118.499067,14/07/2022
31560,Kuwait Dinar,KWD,0.30889,14/07/2022
31561,Kyrgyzstan Som,KGS,81.178099,14/07/2022
31562,Laos Kip,LAK,15066.91844,14/07/2022
31563,Lebanon Pound,LBP,1515.828923,14/07/2022
31564,Lesotho Loti,LSL,15.880235,14/07/2022
31565,Liberia Dollar,LRD,152.887509,14/07/2022
31566,Libya Dinar,LYD,4.88562,14/07/2022
31567,Macau Pataca,MOP,8.105765,14/07/2022
31568,Macedonia Denar,MKD,61.419967,14/07/2022
31569,Malagasy Ariary,MGA,4104.968674,14/07/2022
31570,Malawi Kwacha,MWK,1029.029248,14/07/2022
31571,Malaysia Ringgit,MYR,4.44735,14/07/2022
31572,Maldives Rufiyaa,MVR,15.389115,14/07/2022
31573,Mauritania Ouguiya,MRO,357.910711,14/07/2022
31574,Mauritius Rupee,MUR,45.072527,14/07/2022
31575,Mexico Peso,MXN,20.855474,14/07/2022
31576,Moldova Leu,MDL,19.352963,14/07/2022
31577,Mongolia Tugrik,MNT,3152.683547,14/07/2022
31578,Morocco Dirham,MAD,10.29693,14/07/2022
31579,Mozambique New Metical,MZN,63.992989,14/07/2022
31580,Myanmar Kyat,MMK,1856.168807,14/07/2022
31581,NL Antilles Guilder,ANG,1.806779,14/07/2022
31582,Namibia Dollar,NAD,15.880825,14/07/2022
31583,Nepal Rupee,NPR,127.657157,14/07/2022
31584,New Zealand Dollar,NZD,1.64244,14/07/2022
31585,Nicaragua Cordoba Oro,NIO,35.946156,14/07/2022
31586,Nigeria Naira,NGN,416.389358,14/07/2022
31587,North Korea Won,KPW,902.296297,14/07/2022
31588,Norway Kroner,NOK,10.265877,14/07/2022
31589,Oman Rial,OMR,0.385971,14/07/2022
31590,Pakistan Rupee,PKR,211.406733,14/07/2022
31591,Panama Balboa,PAB,1.002507,14/07/2022
31592,Papua New Guinea Kina,PGK,3.532503,14/07/2022
31593,Paraguay Guarani,PYG,6870.601955,14/07/2022
31594,Peru Nuevo Sol,PEN,3.978441,14/07/2022
31595,Philippines Peso,PHP,56.711837,14/07/2022
31596,Poland Zloty,PLN,4.834554,14/07/2022
31597,Qatar Rial,QAR,3.650276,14/07/2022
31598,Romania New Lei,RON,4.93987,14/07/2022
31599,Russia Rouble,RUB,58.624168,14/07/2022
31600,Rwanda Franc,RWF,1026.201252,14/07/2022
31601,Samoa Tala,WST,2.727912,14/07/2022
31602,Sao Tome/Principe Dobra,STD,20750.791773,14/07/2022
31603,Saudi Arabia Riyal,SAR,3.762971,14/07/2022
31604,Serbia Dinar,RSD,117.363669,14/07/2022
31605,Seychelles Rupee,SCR,13.091669,14/07/2022
31606,Sierra Leone Leone,SLL,13203.603021,14/07/2022
31607,Singapore Dollar,SGD,1.40083,14/07/2022
31608,Solomon Islands Dollar,SBD,8.180789,14/07/2022
31609,Somali Shilling,SOS,585.993129,14/07/2022
31610,South Africa Rand,ZAR,17.037886,14/07/2022
31611,South Korea Won,KRW,1312.906315,14/07/2022
31612,Sri Lanka Rupee,LKR,358.46695,14/07/2022
31613,St Helena Pound,SHP,1.380912,14/07/2022
31614,Sudan Pound,SDG,457.6556,14/07/2022
31615,Suriname Dollar,SRD,22.555408,14/07/2022
31616,Swaziland Lilangeni,SZL,17.009668,14/07/2022
31617,Sweden Krona,SEK,10.625181,14/07/2022
31618,Syria Pound,SYP,2518.940973,14/07/2022
31619,Taiwan Dollar,TWD,29.908922,14/07/2022
31620,Tanzania Shilling,TZS,2337.950172,14/07/2022
31621,Thailand Baht,THB,36.370583,14/07/2022
31622,Tonga Pa'anga,TOP,2.370535,14/07/2022
31623,Trinidad/Tobago Dollar,TTD,6.810684,14/07/2022
31624,Tunisia Dinar,TND,3.07132,14/07/2022
31625,Turkish New Lira,TRY,17.46094,14/07/2022
31626,Uganda Shilling,UGX,3784.628899,14/07/2022
31627,Ukraine Hryvnia,UAH,29.617212,14/07/2022
31628,Uruguay Peso,UYU,40.416126,14/07/2022
31629,United Arab Emirates Dirham,AED,3.682397,14/07/2022
31630,Vanuatu Vatu,VUV,119.199359,14/07/2022
31631,Vietnam Dong,VND,23452.687089,14/07/2022
31632,Yemen Rial,YER,250.888409,14/07/2022
31633,Zambia Kwacha,ZMK,9024.167785,14/07/2022
31634,Australia Dollar,AUD,1.484678,15/07/2022
31635,Great Britain Pound,GBP,0.846868,15/07/2022
31636,Euro,EUR,1.0,15/07/2022
31637,Japan Yen,JPY,139.066899,15/07/2022
31638,Switzerland Franc,CHF,0.984335,15/07/2022
31639,USA Dollar,USD,1.001267,15/07/2022
31640,Afghanistan Afghani,AFN,88.109461,15/07/2022
31641,Albania Lek,ALL,117.220334,15/07/2022
31642,Algeria Dinar,DZD,147.336951,15/07/2022
31643,Angola Kwanza,AOA,433.164452,15/07/2022
31644,Argentina Peso,ARS,128.162645,15/07/2022
31645,Armenia Dram,AMD,413.153121,15/07/2022
31646,Aruba Florin,AWG,1.799777,15/07/2022
31647,Azerbaijan New Manat,AZN,1.697828,15/07/2022
31648,Bahamas Dollar,BSD,1.001357,15/07/2022
31649,Bahrain Dinar,BHD,0.377467,15/07/2022
31650,Bangladesh Taka,BDT,94.07697,15/07/2022
31651,Barbados Dollar,BBD,2.021809,15/07/2022
31652,Belarus Ruble,BYR,19624.825404,15/07/2022
31653,Belize Dollar,BZD,2.018409,15/07/2022
31654,Bermuda Dollar,BMD,1.001267,15/07/2022
31655,Bhutan Ngultrum,BTN,79.929068,15/07/2022
31656,Bolivia Boliviano,BOB,6.894293,15/07/2022
31657,Bosnia Mark,BAM,1.955286,15/07/2022
31658,Botswana Pula,BWP,12.813213,15/07/2022
31659,Brazil Real,BRL,5.430967,15/07/2022
31660,Brunei Dollar,BND,1.405772,15/07/2022
31661,Bulgaria Lev,BGN,1.953303,15/07/2022
31662,Burundi Franc,BIF,2061.488873,15/07/2022
31663,CFA Franc BCEAO,XOF,655.781212,15/07/2022
31664,CFA Franc BEAC,XAF,655.80413,15/07/2022
31665,CFP Franc,XPF,113.29316,15/07/2022
31666,Cambodia Riel,KHR,4088.546949,15/07/2022
31667,Canada Dollar,CAD,1.314312,15/07/2022
31668,Cape Verde Escudo,CVE,110.23545,15/07/2022
31669,Cayman Islands Dollar,KYD,0.834505,15/07/2022
31670,Chili Peso,CLP,1010.618217,15/07/2022
31671,China Yuan/Renminbi,CNY,6.764763,15/07/2022
31672,Colombia Peso,COP,4497.689577,15/07/2022
31673,Comoros Franc,KMF,465.213475,15/07/2022
31674,Congo Franc,CDF,2005.039204,15/07/2022
31675,Costa Rica Colon,CRC,686.45313,15/07/2022
31676,Croatia Kuna,HRK,7.5114,15/07/2022
31677,Cuba Convertible Peso,CUC,1.001267,15/07/2022
31678,Cuba Peso,CUP,26.533565,15/07/2022
31679,Czech Koruna,CZK,24.439321,15/07/2022
31680,Denmark Krone,DKK,7.442395,15/07/2022
31681,Djibouti Franc,DJF,177.945176,15/07/2022
31682,Dominican Republich Peso,DOP,54.674255,15/07/2022
31683,East Caribbean Dollar,XCD,2.705973,15/07/2022
31684,Egypt Pound,EGP,18.906318,15/07/2022
31685,El Salvador Colon,SVC,8.76187,15/07/2022
31686,Ethiopia Birr,ETB,52.258492,15/07/2022
31687,Falkland Islands Pound,FKP,0.843404,15/07/2022
31688,Fiji Dollar,FJD,2.232574,15/07/2022
31689,Gambia Dalasi,GMD,54.158514,15/07/2022
31690,Georgia Lari,GEL,2.943897,15/07/2022
31691,Ghana New Cedi,GHS,8.135719,15/07/2022
31692,Gibraltar Pound,GIP,0.843404,15/07/2022
31693,Guatemala Quetzal,GTQ,7.750493,15/07/2022
31694,Guinea Franc,GNF,8689.970582,15/07/2022
31695,Guyana Dollar,GYD,209.501165,15/07/2022
31696,Haiti Gourde,HTG,116.034952,15/07/2022
31697,Honduras Lempira,HNL,24.618261,15/07/2022
31698,Hong Kong Dollar,HKD,7.859893,15/07/2022
31699,Hungary Forint,HUF,406.364577,15/07/2022
31700,Iceland Krona,ISK,139.096289,15/07/2022
31701,India Rupee,INR,79.980125,15/07/2022
31702,Indonesia Rupiah,IDR,15074.56933,15/07/2022
31703,Iran Rial,IRR,42403.640849,15/07/2022
31704,Iraq Dinar,IQD,1461.489323,15/07/2022
31705,Israel New Shekel,ILS,3.503562,15/07/2022
31706,Jamaica Dollar,JMD,152.005567,15/07/2022
31707,Jordan Dinar,JOD,0.709874,15/07/2022
31708,Kazakhstan Tenge,KZT,480.393221,15/07/2022
31709,Kenya Shilling,KES,118.355809,15/07/2022
31710,Kuwait Dinar,KWD,0.308488,15/07/2022
31711,Kyrgyzstan Som,KGS,81.205019,15/07/2022
31712,Laos Kip,LAK,15049.791856,15/07/2022
31713,Lebanon Pound,LBP,1514.247025,15/07/2022
31714,Lesotho Loti,LSL,15.860335,15/07/2022
31715,Liberia Dollar,LRD,152.692606,15/07/2022
31716,Libya Dinar,LYD,4.880062,15/07/2022
31717,Macau Pataca,MOP,8.096313,15/07/2022
31718,Macedonia Denar,MKD,61.584891,15/07/2022
31719,Malagasy Ariary,MGA,4118.220033,15/07/2022
31720,Malawi Kwacha,MWK,1027.822412,15/07/2022
31721,Malaysia Ringgit,MYR,4.44913,15/07/2022
31722,Maldives Rufiyaa,MVR,15.369542,15/07/2022
31723,Mauritania Ouguiya,MRO,357.452005,15/07/2022
31724,Mauritius Rupee,MUR,45.100434,15/07/2022
31725,Mexico Peso,MXN,20.866591,15/07/2022
31726,Moldova Leu,MDL,19.340705,15/07/2022
31727,Mongolia Tugrik,MNT,3148.643025,15/07/2022
31728,Morocco Dirham,MAD,10.35852,15/07/2022
31729,Mozambique New Metical,MZN,63.910483,15/07/2022
31730,Myanmar Kyat,MMK,1854.002527,15/07/2022
31731,NL Antilles Guilder,ANG,1.804679,15/07/2022
31732,Namibia Dollar,NAD,15.860359,15/07/2022
31733,Nepal Rupee,NPR,127.886189,15/07/2022
31734,New Zealand Dollar,NZD,1.634437,15/07/2022
31735,Nicaragua Cordoba Oro,NIO,35.903272,15/07/2022
31736,Nigeria Naira,NGN,415.855886,15/07/2022
31737,North Korea Won,KPW,901.139934,15/07/2022
31738,Norway Kroner,NOK,10.273801,15/07/2022
31739,Oman Rial,OMR,0.385482,15/07/2022
31740,Pakistan Rupee,PKR,209.833187,15/07/2022
31741,Panama Balboa,PAB,1.001357,15/07/2022
31742,Papua New Guinea Kina,PGK,3.573667,15/07/2022
31743,Paraguay Guarani,PYG,6870.698423,15/07/2022
31744,Peru Nuevo Sol,PEN,3.961377,15/07/2022
31745,Philippines Peso,PHP,56.541376,15/07/2022
31746,Poland Zloty,PLN,4.815992,15/07/2022
31747,Qatar Rial,QAR,3.645606,15/07/2022
31748,Romania New Lei,RON,4.941153,15/07/2022
31749,Russia Rouble,RUB,58.34883,15/07/2022
31750,Rwanda Franc,RWF,1032.589301,15/07/2022
31751,Samoa Tala,WST,2.724417,15/07/2022
31752,Sao Tome/Principe Dobra,STD,20724.197117,15/07/2022
31753,Saudi Arabia Riyal,SAR,3.75836,15/07/2022
31754,Serbia Dinar,RSD,117.333417,15/07/2022
31755,Seychelles Rupee,SCR,12.973049,15/07/2022
31756,Sierra Leone Leone,SLL,13186.681007,15/07/2022
31757,Singapore Dollar,SGD,1.405753,15/07/2022
31758,Solomon Islands Dollar,SBD,8.170304,15/07/2022
31759,Somali Shilling,SOS,585.242531,15/07/2022
31760,South Africa Rand,ZAR,17.206216,15/07/2022
31761,South Korea Won,KRW,1323.569327,15/07/2022
31762,Sri Lanka Rupee,LKR,361.475339,15/07/2022
31763,St Helena Pound,SHP,1.379147,15/07/2022
31764,Sudan Pound,SDG,457.077465,15/07/2022
31765,Suriname Dollar,SRD,22.51198,15/07/2022
31766,Swaziland Lilangeni,SZL,17.1607,15/07/2022
31767,Sweden Krona,SEK,10.606557,15/07/2022
31768,Syria Pound,SYP,2515.711809,15/07/2022
31769,Taiwan Dollar,TWD,29.97182,15/07/2022
31770,Tanzania Shilling,TZS,2334.953934,15/07/2022
31771,Thailand Baht,THB,36.634846,15/07/2022
31772,Tonga Pa'anga,TOP,2.366396,15/07/2022
31773,Trinidad/Tobago Dollar,TTD,6.780952,15/07/2022
31774,Tunisia Dinar,TND,3.067382,15/07/2022
31775,Turkish New Lira,TRY,17.497037,15/07/2022
31776,Uganda Shilling,UGX,3770.121175,15/07/2022
31777,Ukraine Hryvnia,UAH,29.563018,15/07/2022
31778,Uruguay Peso,UYU,41.080424,15/07/2022
31779,United Arab Emirates Dirham,AED,3.677754,15/07/2022
31780,Vanuatu Vatu,VUV,119.046619,15/07/2022
31781,Vietnam Dong,VND,23449.663825,15/07/2022
31782,Yemen Rial,YER,250.56678,15/07/2022
31783,Zambia Kwacha,ZMK,9012.601305,15/07/2022
31784,Australia Dollar,AUD,1.48614,16/07/2022
31785,Great Britain Pound,GBP,0.85086,16/07/2022
31786,Euro,EUR,1.0,16/07/2022
31787,Japan Yen,JPY,139.73597,16/07/2022
31788,Switzerland Franc,CHF,0.985381,16/07/2022
31789,USA Dollar,USD,1.008695,16/07/2022
31790,Afghanistan Afghani,AFN,88.794292,16/07/2022
31791,Albania Lek,ALL,117.368213,16/07/2022
31792,Algeria Dinar,DZD,148.641025,16/07/2022
31793,Angola Kwanza,AOA,435.670337,16/07/2022
31794,Argentina Peso,ARS,129.524587,16/07/2022
31795,Armenia Dram,AMD,417.014897,16/07/2022
31796,Aruba Florin,AWG,1.813128,16/07/2022
31797,Azerbaijan New Manat,AZN,1.718785,16/07/2022
31798,Bahamas Dollar,BSD,1.009066,16/07/2022
31799,Bahrain Dinar,BHD,0.380751,16/07/2022
31800,Bangladesh Taka,BDT,94.799811,16/07/2022
31801,Barbados Dollar,BBD,2.037392,16/07/2022
31802,Belarus Ruble,BYR,19770.412687,16/07/2022
31803,Belize Dollar,BZD,2.033981,16/07/2022
31804,Bermuda Dollar,BMD,1.008695,16/07/2022
31805,Bhutan Ngultrum,BTN,80.543585,16/07/2022
31806,Bolivia Boliviano,BOB,6.937164,16/07/2022
31807,Bosnia Mark,BAM,1.961985,16/07/2022
31808,Botswana Pula,BWP,12.920062,16/07/2022
31809,Brazil Real,BRL,5.454822,16/07/2022
31810,Brunei Dollar,BND,1.415231,16/07/2022
31811,Bulgaria Lev,BGN,1.957583,16/07/2022
31812,Burundi Franc,BIF,2077.347153,16/07/2022
31813,CFA Franc BCEAO,XOF,658.021376,16/07/2022
31814,CFA Franc BEAC,XAF,658.034465,16/07/2022
31815,CFP Franc,XPF,114.134153,16/07/2022
31816,Cambodia Riel,KHR,4122.19799,16/07/2022
31817,Canada Dollar,CAD,1.314919,16/07/2022
31818,Cape Verde Escudo,CVE,110.612017,16/07/2022
31819,Cayman Islands Dollar,KYD,0.840955,16/07/2022
31820,Chili Peso,CLP,1059.886171,16/07/2022
31821,China Yuan/Renminbi,CNY,6.816157,16/07/2022
31822,Colombia Peso,COP,4442.139383,16/07/2022
31823,Comoros Franc,KMF,468.664733,16/07/2022
31824,Congo Franc,CDF,2019.91474,16/07/2022
31825,Costa Rica Colon,CRC,689.162072,16/07/2022
31826,Croatia Kuna,HRK,7.508323,16/07/2022
31827,Cuba Convertible Peso,CUC,1.008695,16/07/2022
31828,Cuba Peso,CUP,26.730405,16/07/2022
31829,Czech Koruna,CZK,24.502102,16/07/2022
31830,Denmark Krone,DKK,7.442657,16/07/2022
31831,Djibouti Franc,DJF,179.265588,16/07/2022
31832,Dominican Republich Peso,DOP,55.083812,16/07/2022
31833,East Caribbean Dollar,XCD,2.726048,16/07/2022
31834,Egypt Pound,EGP,19.070584,16/07/2022
31835,El Salvador Colon,SVC,8.829701,16/07/2022
31836,Ethiopia Birr,ETB,52.666628,16/07/2022
31837,Falkland Islands Pound,FKP,0.849661,16/07/2022
31838,Fiji Dollar,FJD,2.249641,16/07/2022
31839,Gambia Dalasi,GMD,54.56068,16/07/2022
31840,Georgia Lari,GEL,2.965956,16/07/2022
31841,Ghana New Cedi,GHS,8.198521,16/07/2022
31842,Gibraltar Pound,GIP,0.849661,16/07/2022
31843,Guatemala Quetzal,GTQ,7.810002,16/07/2022
31844,Guinea Franc,GNF,8752.960206,16/07/2022
31845,Guyana Dollar,GYD,211.112312,16/07/2022
31846,Haiti Gourde,HTG,116.925825,16/07/2022
31847,Honduras Lempira,HNL,24.806825,16/07/2022
31848,Hong Kong Dollar,HKD,7.918156,16/07/2022
31849,Hungary Forint,HUF,400.926204,16/07/2022
31850,Iceland Krona,ISK,138.917799,16/07/2022
31851,India Rupee,INR,80.413838,16/07/2022
31852,Indonesia Rupiah,IDR,15126.736137,16/07/2022
31853,Iran Rial,IRR,42718.213482,16/07/2022
31854,Iraq Dinar,IQD,1472.795431,16/07/2022
31855,Israel New Shekel,ILS,3.494713,16/07/2022
31856,Jamaica Dollar,JMD,153.087137,16/07/2022
31857,Jordan Dinar,JOD,0.715204,16/07/2022
31858,Kazakhstan Tenge,KZT,486.416008,16/07/2022
31859,Kenya Shilling,KES,119.278516,16/07/2022
31860,Kuwait Dinar,KWD,0.310718,16/07/2022
31861,Kyrgyzstan Som,KGS,81.673395,16/07/2022
31862,Laos Kip,LAK,15169.490453,16/07/2022
31863,Lebanon Pound,LBP,1525.686457,16/07/2022
31864,Lesotho Loti,LSL,15.978106,16/07/2022
31865,Liberia Dollar,LRD,153.829722,16/07/2022
31866,Libya Dinar,LYD,4.917628,16/07/2022
31867,Macau Pataca,MOP,8.159123,16/07/2022
31868,Macedonia Denar,MKD,61.749342,16/07/2022
31869,Malagasy Ariary,MGA,4248.588877,16/07/2022
31870,Malawi Kwacha,MWK,1035.690217,16/07/2022
31871,Malaysia Ringgit,MYR,4.487721,16/07/2022
31872,Maldives Rufiyaa,MVR,15.483843,16/07/2022
31873,Mauritania Ouguiya,MRO,360.103772,16/07/2022
31874,Mauritius Rupee,MUR,45.604006,16/07/2022
31875,Mexico Peso,MXN,20.711933,16/07/2022
31876,Moldova Leu,MDL,19.49476,16/07/2022
31877,Mongolia Tugrik,MNT,3172.001316,16/07/2022
